# hega-rs ver.0.2.9 statistics: 
#UrQmdF19 in Lab: false
FinEnergy;	ECharge;	BCharge;	LCharge;	FinCnt;	FinChargedCnt;	PseudorapidityFilterCnt(-0.5, 0.5);	PseudorapidityFilterCnt(-1.0, 1.0);	PseudorapidityFilterCnt(-1.5, 1.5);	PseudorapidityFilterCnt(3.5, 5.8);	PseudorapidityFilterCnt(-5.8, -3.5);	PseudorapidityFilterCnt(4.4, 5.8);	PseudorapidityFilterCnt(-5.8, -4.4)
6958.744830218209;	172;	408;	0;	1547;	926;	38;	104;	182;	163;	0;	42;	0
6975.304478670481;	172;	408;	0;	1739;	1014;	34;	105;	204;	151;	0;	36;	0
6976.739065473735;	172;	408;	0;	1544;	882;	34;	79;	167;	120;	0;	22;	0
6888.3124023141345;	172;	407;	0;	1373;	795;	49;	98;	171;	130;	0;	40;	0
6915.116256104322;	172;	408;	0;	1354;	768;	38;	85;	170;	138;	0;	43;	0
6938.977764006141;	170;	405;	0;	1224;	686;	40;	89;	161;	148;	0;	44;	0
6942.044623562992;	170;	407;	0;	1406;	828;	38;	89;	170;	150;	0;	37;	0
6912.3934793048265;	172;	407;	0;	1305;	741;	46;	91;	165;	125;	0;	34;	0
6949.321858810129;	171;	407;	0;	1336;	740;	35;	85;	156;	146;	0;	40;	0
6879.628154183533;	172;	408;	0;	1598;	918;	32;	85;	184;	159;	0;	42;	0
6943.345992261356;	172;	406;	0;	1251;	692;	32;	73;	149;	122;	0;	32;	0
7039.45708646542;	172;	408;	0;	1513;	880;	45;	89;	186;	158;	0;	55;	0
6907.433301155708;	172;	407;	0;	1280;	735;	35;	88;	166;	134;	0;	44;	0
6946.157505303731;	172;	408;	0;	1258;	694;	31;	76;	138;	118;	0;	37;	0
6911.140515285196;	172;	408;	0;	1575;	928;	30;	98;	189;	171;	0;	46;	0
6909.741109349697;	172;	407;	0;	1273;	747;	44;	93;	166;	138;	0;	38;	0
6889.048283586404;	172;	405;	0;	1159;	637;	38;	87;	152;	116;	0;	34;	0
6895.270039242534;	171;	408;	0;	1307;	739;	41;	80;	165;	139;	0;	28;	0
6923.693614593623;	170;	407;	0;	1582;	930;	42;	92;	199;	158;	0;	39;	0
6901.360628094638;	170;	407;	0;	1439;	860;	47;	96;	169;	175;	0;	65;	0
6877.570995606053;	172;	405;	0;	1400;	801;	38;	89;	188;	126;	0;	34;	0
6912.217230081363;	171;	408;	0;	1461;	863;	39;	94;	166;	158;	0;	45;	0
6895.313341017263;	172;	408;	0;	1587;	928;	35;	102;	194;	168;	0;	42;	0
6964.317621495496;	172;	405;	0;	1455;	837;	40;	91;	182;	146;	0;	44;	0
6914.777698421348;	172;	407;	0;	1517;	887;	36;	95;	173;	156;	0;	44;	0
7078.589523816067;	172;	408;	0;	1346;	776;	46;	102;	188;	151;	0;	50;	0
6962.124032250703;	170;	403;	0;	1201;	660;	35;	84;	155;	135;	0;	43;	0
6983.665132959402;	172;	408;	0;	1571;	932;	45;	97;	191;	152;	0;	35;	0
6900.677272964072;	172;	408;	0;	1220;	722;	53;	109;	180;	154;	0;	62;	0
7010.393742730095;	170;	407;	0;	1528;	882;	32;	86;	177;	143;	0;	34;	0
6939.02778816818;	167;	406;	0;	1304;	759;	34;	91;	175;	155;	0;	49;	0
6932.572302773744;	170;	407;	0;	1430;	818;	43;	93;	170;	150;	0;	48;	0
6999.622598475184;	172;	406;	0;	1405;	796;	34;	81;	152;	147;	0;	47;	0
6983.3921112919;	170;	407;	0;	1509;	902;	31;	101;	189;	159;	0;	39;	0
6958.841813698863;	170;	406;	0;	1328;	781;	36;	88;	167;	130;	0;	42;	0
7012.211709259785;	172;	407;	0;	1240;	719;	34;	75;	152;	131;	0;	38;	0
6942.812140265163;	170;	406;	0;	1409;	823;	37;	83;	153;	166;	0;	49;	0
6932.534429309219;	171;	406;	0;	1446;	839;	36;	95;	181;	143;	0;	48;	0
6919.710638739934;	170;	406;	0;	1452;	855;	36;	92;	176;	156;	0;	45;	0
6935.2147129089835;	170;	407;	0;	1226;	708;	36;	93;	154;	140;	0;	51;	0
6905.690040417905;	170;	407;	0;	1653;	1000;	42;	97;	178;	172;	0;	34;	0
6911.609429147936;	172;	408;	0;	1518;	902;	37;	95;	189;	162;	0;	41;	0
6977.387288664762;	172;	408;	0;	1594;	928;	37;	89;	184;	153;	0;	44;	0
6882.45990416203;	172;	407;	0;	1460;	839;	32;	86;	155;	148;	0;	42;	0
6874.017626091123;	172;	408;	0;	1219;	656;	34;	84;	152;	119;	0;	47;	0
6978.026628994906;	172;	407;	0;	1511;	881;	26;	78;	185;	151;	0;	41;	0
6901.953433841636;	172;	407;	0;	1406;	813;	45;	91;	171;	152;	0;	48;	0
6977.58511501324;	172;	408;	0;	1698;	1006;	34;	89;	183;	160;	0;	40;	0
6910.051841869907;	172;	406;	0;	1332;	750;	34;	81;	140;	155;	0;	45;	0
6929.052688364665;	172;	407;	0;	1454;	865;	37;	94;	174;	135;	0;	36;	0
6955.779240598852;	172;	407;	0;	1328;	771;	42;	88;	161;	125;	0;	32;	0
6937.402928113098;	171;	407;	0;	1519;	902;	32;	99;	202;	134;	0;	39;	0
6898.553030658147;	172;	408;	0;	1527;	920;	27;	80;	166;	164;	0;	39;	0
6877.416184335534;	172;	408;	0;	1571;	924;	30;	81;	178;	163;	0;	48;	0
6997.4600565025785;	170;	407;	0;	1673;	1034;	45;	93;	181;	163;	0;	37;	0
6922.791979835358;	171;	408;	0;	1607;	903;	31;	91;	192;	139;	0;	39;	0
6961.376821263305;	172;	407;	0;	1468;	847;	41;	93;	179;	138;	0;	29;	0
6955.976514893288;	172;	408;	0;	1540;	908;	47;	105;	191;	169;	0;	45;	0
6896.600484142556;	172;	406;	0;	1312;	754;	42;	88;	161;	147;	1;	49;	0
6920.921492415698;	172;	408;	0;	1428;	838;	45;	97;	195;	153;	0;	47;	0
7012.785216886214;	172;	408;	0;	1355;	794;	29;	74;	145;	152;	0;	48;	0
6951.954837436738;	172;	408;	0;	1623;	918;	36;	78;	181;	165;	0;	44;	0
6926.291373306944;	172;	406;	0;	1298;	750;	53;	104;	176;	127;	0;	37;	0
6914.931284586953;	172;	405;	0;	1314;	759;	44;	89;	172;	138;	0;	48;	0
6931.183620877607;	170;	406;	0;	1170;	685;	40;	84;	139;	126;	0;	50;	0
6923.318406191098;	172;	408;	0;	1247;	706;	42;	88;	154;	141;	0;	52;	0
6956.405801895697;	172;	408;	0;	1423;	836;	42;	104;	196;	128;	0;	33;	0
6935.437421991576;	172;	408;	0;	1303;	762;	36;	86;	168;	144;	0;	48;	0
6896.912260892052;	170;	406;	0;	1464;	877;	25;	74;	178;	166;	0;	54;	0
6900.765051848986;	172;	408;	0;	1376;	796;	32;	88;	163;	159;	0;	43;	0
6958.115440957399;	168;	405;	0;	1378;	803;	41;	92;	169;	150;	0;	45;	0
6906.076348203605;	172;	408;	0;	1598;	918;	33;	100;	188;	150;	0;	40;	0
6916.216099437002;	170;	406;	0;	1314;	749;	41;	103;	179;	142;	0;	49;	0
6900.197122861872;	172;	408;	0;	1537;	890;	39;	116;	195;	157;	0;	51;	0
6900.658190930111;	172;	408;	0;	1386;	766;	32;	75;	139;	145;	0;	37;	0
6988.952142838741;	172;	407;	0;	1302;	739;	40;	93;	164;	152;	0;	46;	0
6959.160489784386;	172;	408;	0;	1290;	734;	32;	68;	147;	152;	0;	44;	0
6996.885560688321;	172;	406;	0;	1280;	734;	26;	77;	152;	156;	0;	46;	0
6919.355892847953;	172;	407;	0;	1316;	759;	34;	81;	147;	150;	0;	43;	0
6914.216977257773;	170;	405;	0;	1385;	818;	38;	90;	162;	156;	0;	41;	0
6940.078092257074;	172;	407;	0;	1216;	677;	41;	84;	148;	144;	0;	50;	0
6958.639878954146;	172;	407;	0;	1618;	987;	30;	89;	208;	177;	0;	40;	0
6918.250043659028;	172;	408;	0;	1532;	918;	44;	109;	195;	168;	0;	47;	0
6995.514437160179;	172;	406;	0;	1399;	822;	41;	100;	192;	162;	0;	56;	0
6893.506460544344;	172;	408;	0;	1543;	908;	36;	89;	171;	169;	0;	44;	0
6938.958459002501;	171;	407;	0;	1408;	834;	37;	94;	188;	156;	0;	39;	0
6931.746971798736;	170;	405;	0;	1366;	800;	39;	88;	166;	167;	0;	53;	0
6909.1528642027815;	172;	405;	0;	1344;	773;	37;	89;	158;	141;	0;	49;	0
6913.186629048994;	172;	408;	0;	1425;	850;	40;	103;	173;	152;	0;	43;	0
6936.004827325541;	170;	405;	0;	1610;	940;	39;	100;	195;	147;	0;	31;	0
6924.343578673473;	172;	408;	0;	1568;	916;	30;	87;	189;	150;	0;	51;	0
6910.412013226021;	172;	407;	0;	1123;	651;	43;	89;	147;	128;	0;	49;	0
7054.701723889699;	171;	407;	0;	1363;	784;	34;	96;	154;	150;	0;	39;	0
6913.574292259209;	172;	407;	0;	1373;	805;	34;	89;	167;	140;	0;	44;	0
6926.160647895665;	171;	408;	0;	1238;	701;	41;	84;	162;	135;	0;	33;	0
6909.027568398109;	168;	405;	0;	1235;	699;	33;	79;	148;	134;	0;	40;	0
6866.825710236908;	172;	407;	0;	1383;	821;	32;	78;	163;	154;	0;	48;	0
6884.187718124531;	171;	408;	0;	1332;	767;	35;	103;	179;	121;	1;	38;	0
6914.898196664966;	172;	407;	0;	1667;	981;	26;	84;	181;	178;	0;	42;	0
6933.443542362766;	171;	408;	0;	1524;	891;	35;	85;	163;	174;	0;	46;	0
6966.19017045174;	170;	406;	0;	1472;	865;	41;	109;	194;	162;	0;	48;	0
6936.176211027928;	172;	408;	0;	1278;	690;	33;	89;	158;	146;	0;	51;	0
6919.622675902936;	170;	407;	0;	1503;	882;	34;	98;	185;	163;	0;	52;	0
6898.89447528789;	172;	407;	0;	1683;	1001;	39;	104;	218;	164;	0;	36;	0
6978.292591527523;	172;	407;	0;	1605;	907;	35;	85;	164;	161;	0;	36;	0
6924.4212459340915;	171;	407;	0;	1479;	864;	44;	110;	206;	160;	0;	49;	0
6926.317162935157;	170;	408;	0;	1502;	898;	38;	98;	191;	153;	0;	43;	0
6897.99722638647;	172;	408;	0;	1352;	794;	39;	82;	165;	143;	0;	39;	0
6888.037731135888;	171;	408;	0;	1313;	747;	47;	100;	164;	142;	0;	36;	0
6949.480844523443;	172;	408;	0;	1575;	894;	31;	89;	173;	160;	0;	39;	0
6896.661152721799;	172;	408;	0;	1466;	856;	44;	100;	180;	157;	0;	55;	0
6932.653842480502;	172;	408;	0;	1334;	780;	44;	101;	186;	153;	0;	48;	0
6869.743603896456;	172;	407;	0;	1479;	843;	32;	82;	181;	156;	0;	43;	0
6869.513809486173;	172;	408;	0;	1277;	734;	36;	94;	160;	130;	0;	41;	0
6926.66217777327;	172;	407;	0;	1417;	849;	34;	87;	170;	156;	0;	44;	0
6926.131390031798;	172;	408;	0;	1450;	860;	41;	104;	196;	126;	0;	34;	0
6912.712306587165;	172;	407;	0;	1313;	757;	43;	91;	168;	158;	0;	53;	0
6880.917056899163;	170;	408;	0;	1616;	976;	43;	102;	211;	167;	0;	41;	0
6860.501074264595;	171;	407;	0;	1241;	684;	42;	81;	168;	122;	0;	43;	0
6918.651837109635;	171;	408;	0;	1544;	907;	49;	110;	185;	162;	0;	48;	0
6866.860936859731;	170;	404;	0;	1153;	633;	44;	78;	154;	112;	0;	36;	0
6904.188042351956;	168;	407;	0;	1448;	840;	45;	108;	174;	155;	0;	39;	0
6864.812389382399;	168;	403;	0;	1172;	675;	48;	103;	180;	127;	0;	51;	0
6953.731859981189;	172;	408;	0;	1508;	864;	45;	94;	158;	145;	0;	39;	0
6901.674032129646;	172;	406;	0;	1336;	756;	24;	95;	165;	139;	0;	38;	0
6971.287081813078;	169;	405;	0;	1264;	719;	38;	95;	177;	132;	1;	57;	0
6918.112892336621;	172;	408;	0;	1422;	824;	34;	81;	189;	151;	0;	38;	0
6944.288003634862;	172;	408;	0;	1380;	794;	40;	85;	160;	157;	0;	49;	0
6958.240390024253;	168;	406;	0;	1396;	800;	35;	80;	173;	169;	0;	47;	0
6907.12901800173;	172;	408;	0;	1389;	786;	32;	96;	164;	155;	0;	44;	0
6935.651279515767;	172;	408;	0;	1554;	934;	30;	85;	174;	168;	0;	50;	0
6962.277894892728;	170;	405;	0;	1152;	664;	46;	99;	151;	126;	0;	49;	0
6977.197900838343;	172;	407;	0;	1337;	777;	37;	78;	161;	152;	0;	42;	0
6920.929720417375;	172;	406;	0;	1317;	750;	43;	89;	160;	142;	0;	50;	0
6993.218752951091;	172;	406;	0;	1252;	752;	32;	95;	165;	132;	0;	38;	0
6915.912868872845;	172;	407;	0;	1469;	861;	44;	90;	174;	152;	0;	46;	0
6937.61145359098;	172;	407;	0;	1275;	791;	48;	101;	185;	147;	0;	49;	0
6933.245118217062;	172;	407;	0;	1547;	905;	37;	97;	180;	167;	0;	50;	0
7006.546802031264;	172;	408;	0;	1404;	820;	36;	82;	159;	133;	0;	40;	0
6883.7976405369745;	172;	408;	0;	1515;	890;	38;	94;	196;	169;	0;	42;	0
6930.039460025981;	171;	407;	0;	1566;	904;	34;	90;	180;	151;	0;	36;	0
6965.8695756694215;	169;	406;	0;	1466;	858;	40;	84;	173;	158;	0;	53;	0
6935.165452148202;	172;	407;	0;	1182;	673;	45;	92;	154;	128;	0;	52;	0
6930.468793611925;	172;	407;	0;	1401;	803;	41;	102;	188;	149;	0;	40;	0
6925.565843190546;	172;	406;	0;	1416;	838;	43;	89;	176;	153;	0;	52;	0
6878.896498917537;	171;	406;	0;	1387;	785;	44;	106;	181;	150;	0;	36;	0
6951.742698394653;	172;	406;	0;	1258;	706;	45;	85;	157;	119;	0;	41;	0
6916.179201083966;	172;	406;	0;	1367;	804;	36;	83;	171;	122;	0;	40;	0
6935.568389859868;	172;	408;	0;	1468;	852;	40;	93;	200;	140;	0;	38;	0
6942.1614706404225;	170;	407;	0;	1408;	844;	37;	94;	173;	149;	0;	45;	0
6911.084190505323;	170;	407;	0;	1477;	858;	43;	107;	178;	171;	0;	48;	0
6859.476083388536;	171;	407;	0;	1612;	942;	29;	96;	201;	164;	0;	37;	0
6931.758506171782;	172;	408;	0;	1627;	934;	24;	81;	183;	179;	0;	55;	0
6908.1784191201705;	172;	408;	0;	1588;	926;	27;	78;	157;	158;	0;	44;	0
6930.7486671172865;	172;	408;	0;	1497;	910;	43;	109;	189;	158;	0;	41;	0
6991.414519416749;	172;	408;	0;	1439;	820;	37;	90;	166;	135;	0;	28;	0
6900.115043744165;	172;	408;	0;	1494;	880;	38;	92;	178;	149;	0;	32;	0
6954.1088476780515;	170;	407;	0;	1364;	772;	40;	92;	186;	131;	0;	32;	0
6931.034562972948;	172;	406;	0;	1402;	812;	38;	95;	179;	148;	0;	39;	0
6870.439600331827;	172;	408;	0;	1263;	724;	41;	101;	171;	148;	0;	47;	0
6964.022669561539;	169;	407;	0;	1300;	747;	34;	103;	181;	134;	0;	43;	0
6905.653248365429;	170;	407;	0;	1656;	980;	29;	77;	179;	157;	0;	53;	0
6890.422261481328;	172;	407;	0;	1441;	835;	41;	105;	188;	145;	0;	48;	0
6907.653602660685;	171;	408;	0;	1478;	849;	33;	95;	188;	135;	0;	37;	0
7006.250248281525;	171;	407;	0;	1238;	682;	41;	91;	158;	141;	0;	54;	0
7006.732572135028;	171;	408;	0;	1453;	867;	37;	90;	184;	153;	0;	50;	0
6893.418553612159;	172;	408;	0;	1543;	932;	33;	88;	188;	156;	0;	43;	0
6913.983376412838;	170;	405;	0;	1282;	750;	41;	113;	185;	134;	0;	36;	0
7032.765535163781;	172;	407;	0;	1517;	879;	40;	94;	186;	145;	0;	52;	0
6919.69217841995;	172;	407;	0;	1496;	865;	39;	87;	176;	159;	0;	47;	0
6928.116593843257;	172;	406;	0;	1283;	750;	41;	86;	174;	128;	0;	33;	0
6962.635454906123;	172;	407;	0;	1432;	819;	40;	87;	169;	154;	0;	32;	0
6891.301851973831;	172;	408;	0;	1476;	882;	44;	107;	183;	174;	0;	41;	0
6942.798965359438;	172;	407;	0;	1453;	871;	38;	110;	204;	149;	0;	42;	0
6951.676712869587;	170;	405;	0;	1429;	824;	35;	81;	162;	154;	0;	48;	0
6982.229749670048;	172;	408;	0;	1537;	914;	40;	104;	183;	167;	0;	40;	0
6926.126114175786;	172;	408;	0;	1491;	850;	40;	110;	189;	138;	0;	38;	0
6947.080929779666;	170;	406;	0;	1516;	895;	38;	91;	182;	171;	0;	51;	0
6977.575426606132;	170;	406;	0;	1114;	623;	46;	86;	133;	127;	0;	43;	0
6945.547267996677;	172;	408;	0;	1514;	880;	37;	101;	207;	149;	0;	50;	0
7006.734741351887;	172;	408;	0;	1425;	826;	38;	83;	157;	146;	0;	52;	0
6887.297293285028;	172;	407;	0;	1197;	661;	48;	81;	152;	119;	0;	47;	0
6929.865597646608;	172;	408;	0;	1573;	926;	32;	73;	170;	187;	0;	45;	0
6918.319726591267;	172;	408;	0;	1513;	910;	36;	100;	193;	166;	0;	45;	0
6975.378912522789;	172;	407;	0;	1447;	841;	39;	98;	187;	168;	0;	51;	0
6890.264422473061;	172;	407;	0;	1285;	739;	34;	91;	173;	112;	0;	31;	0
6963.652573863689;	172;	408;	0;	1607;	934;	35;	90;	172;	161;	0;	25;	0
6934.040234637563;	172;	406;	0;	1462;	846;	30;	98;	167;	147;	0;	42;	0
6928.27315076672;	172;	408;	0;	1643;	954;	23;	76;	175;	158;	1;	44;	0
6950.609295566556;	168;	406;	0;	1449;	862;	43;	89;	174;	155;	0;	38;	0
6985.300347318581;	170;	407;	0;	1481;	844;	35;	101;	184;	161;	0;	34;	0
6966.601904034311;	171;	407;	0;	1632;	940;	35;	83;	173;	148;	0;	28;	0
6902.0136745607215;	172;	408;	0;	1574;	920;	39;	98;	166;	162;	0;	31;	0
6913.011857153004;	170;	407;	0;	1461;	846;	40;	107;	202;	131;	0;	41;	0
6904.5954071493825;	172;	405;	0;	1225;	705;	26;	76;	148;	119;	0;	40;	0
6906.647504429715;	171;	408;	0;	1589;	975;	30;	95;	190;	168;	0;	45;	0
6912.013649330006;	171;	408;	0;	1275;	741;	46;	99;	165;	128;	0;	38;	0
6915.385433811062;	172;	408;	0;	1478;	834;	37;	102;	189;	148;	1;	42;	0
6950.239437065216;	170;	407;	0;	1587;	906;	35;	89;	171;	136;	0;	41;	0
6903.876157017552;	172;	407;	0;	1302;	751;	39;	72;	152;	132;	0;	42;	0
6956.75889324746;	168;	405;	0;	1140;	639;	36;	90;	147;	114;	0;	49;	0
6952.431480536509;	171;	408;	0;	1495;	837;	31;	82;	159;	151;	0;	36;	0
7028.241331260668;	172;	408;	0;	1612;	952;	43;	97;	194;	165;	0;	42;	0
6891.180580233677;	172;	408;	0;	1678;	1008;	43;	100;	188;	189;	0;	31;	0
6957.817940906373;	172;	407;	0;	1464;	857;	38;	86;	171;	157;	0;	47;	0
6939.387746332888;	172;	407;	0;	1492;	893;	43;	102;	197;	143;	0;	42;	0
6935.505049867639;	172;	405;	0;	1200;	679;	26;	82;	146;	135;	0;	40;	0
6943.738735857314;	171;	408;	0;	1544;	927;	35;	96;	184;	177;	0;	52;	0
6902.3933204547975;	172;	408;	0;	1585;	936;	41;	99;	182;	180;	0;	53;	0
6984.91243761374;	172;	408;	0;	1503;	860;	41;	102;	193;	152;	0;	48;	0
6923.856236152867;	172;	408;	0;	1550;	902;	43;	97;	188;	165;	0;	64;	0
6962.0123006756685;	172;	405;	0;	1256;	741;	36;	96;	164;	156;	0;	50;	0
6927.985417200441;	172;	408;	0;	1418;	824;	39;	95;	162;	148;	0;	42;	0
6928.324179413498;	172;	408;	0;	1484;	840;	34;	84;	173;	168;	0;	50;	0
7013.3791233065995;	170;	407;	0;	1564;	922;	42;	98;	190;	176;	0;	41;	0
6897.486776757555;	172;	408;	0;	1534;	902;	39;	92;	187;	145;	0;	40;	0
6892.100344330669;	172;	408;	0;	1368;	762;	28;	83;	154;	132;	0;	32;	0
6967.5760204520875;	172;	407;	0;	1258;	733;	48;	95;	175;	118;	0;	35;	0
6946.6272057270935;	172;	408;	0;	1581;	922;	34;	94;	188;	169;	0;	44;	0
6987.894316783265;	172;	408;	0;	1554;	926;	38;	93;	185;	160;	0;	37;	0
6975.889507787458;	170;	408;	0;	1491;	850;	37;	107;	179;	148;	0;	46;	0
6919.220090366112;	172;	405;	0;	1190;	665;	44;	91;	142;	137;	0;	49;	0
6954.926450487159;	172;	408;	0;	1318;	762;	47;	98;	167;	148;	0;	43;	0
6956.546612625226;	170;	406;	0;	1453;	837;	28;	72;	152;	144;	0;	39;	0
6976.194050611336;	172;	405;	0;	1256;	737;	37;	93;	163;	148;	0;	51;	0
6928.765299361447;	172;	407;	0;	1256;	721;	42;	84;	156;	140;	0;	48;	0
6923.297912149394;	172;	408;	0;	1202;	658;	34;	75;	124;	138;	0;	48;	0
6976.566923147156;	172;	408;	0;	1640;	962;	38;	86;	170;	165;	0;	47;	0
7009.255247393619;	172;	407;	0;	1366;	793;	42;	100;	176;	149;	0;	49;	0
6952.716563151725;	168;	406;	0;	1295;	710;	26;	71;	136;	136;	0;	43;	0
6912.086299914922;	172;	406;	0;	1175;	686;	37;	90;	154;	143;	0;	51;	0
7023.583603697375;	170;	407;	0;	1510;	874;	41;	90;	178;	164;	0;	43;	0
6882.669893412797;	172;	407;	0;	1397;	813;	41;	87;	165;	152;	0;	36;	0
6885.620101329545;	172;	407;	0;	1314;	751;	29;	83;	172;	148;	0;	45;	0
6924.577332964276;	172;	407;	0;	1396;	823;	44;	95;	170;	181;	0;	56;	0
6944.205142576887;	172;	407;	0;	1370;	805;	38;	87;	179;	139;	0;	49;	0
6960.149328047176;	172;	407;	0;	1327;	777;	37;	96;	177;	142;	0;	41;	0
6953.685800060072;	170;	405;	0;	1433;	858;	39;	101;	180;	164;	0;	56;	0
6924.239644787794;	172;	404;	0;	1276;	718;	26;	64;	137;	142;	0;	46;	0
6996.3368310680835;	172;	408;	0;	1379;	810;	34;	76;	150;	157;	0;	45;	0
6960.618435572956;	165;	403;	0;	1375;	801;	48;	106;	179;	129;	0;	44;	0
6957.676690221832;	172;	408;	0;	1396;	822;	41;	94;	167;	121;	0;	45;	0
6991.952209006921;	170;	407;	0;	1477;	878;	42;	107;	194;	150;	0;	40;	0
6925.203526890498;	170;	405;	0;	1446;	856;	46;	110;	197;	160;	0;	44;	0
6942.605681877459;	172;	408;	0;	1608;	978;	32;	99;	196;	176;	0;	49;	0
6873.09312658228;	172;	406;	0;	1343;	776;	42;	89;	181;	147;	0;	41;	0
6939.18029665045;	172;	408;	0;	1595;	954;	38;	99;	197;	154;	0;	47;	0
6975.638973469207;	172;	407;	0;	1537;	871;	30;	83;	157;	157;	0;	42;	0
6911.314125576647;	172;	407;	0;	1370;	809;	45;	103;	177;	145;	0;	37;	0
6900.198637115868;	172;	407;	0;	1356;	781;	37;	82;	164;	140;	0;	38;	0
6962.767316727831;	169;	407;	0;	1416;	831;	45;	95;	188;	157;	0;	43;	0
6896.818334583379;	172;	408;	0;	1361;	784;	35;	87;	173;	155;	0;	46;	0
6883.141821406714;	172;	408;	0;	1354;	782;	48;	115;	197;	133;	0;	49;	0
6895.0583719141505;	172;	405;	0;	1359;	803;	38;	94;	181;	154;	0;	46;	0
6949.991544376307;	172;	406;	0;	1539;	888;	35;	86;	183;	170;	0;	49;	0
6898.133147053363;	172;	407;	0;	1339;	773;	46;	91;	163;	133;	0;	42;	0
6936.597329240148;	171;	408;	0;	1522;	895;	31;	92;	178;	159;	0;	46;	0
6938.318573834929;	168;	404;	0;	1311;	766;	37;	83;	162;	138;	0;	36;	0
6934.93682860668;	170;	405;	0;	1282;	730;	42;	97;	159;	121;	0;	37;	0
6947.4250455947595;	172;	408;	0;	1568;	932;	42;	109;	199;	153;	0;	43;	0
7030.239201535083;	169;	407;	0;	1497;	873;	26;	83;	159;	162;	0;	51;	0
6909.04836910308;	172;	407;	0;	1400;	837;	33;	99;	184;	150;	0;	53;	0
6903.911913026921;	172;	408;	0;	1717;	1014;	29;	83;	189;	151;	0;	40;	0
6902.712835275892;	172;	405;	0;	1284;	739;	50;	95;	160;	155;	0;	49;	0
6961.683584890676;	171;	408;	0;	1382;	811;	42;	86;	156;	175;	0;	43;	0
6978.863231601896;	172;	407;	0;	1329;	763;	32;	91;	165;	139;	0;	43;	0
6904.817284047934;	172;	406;	0;	1164;	688;	41;	90;	150;	145;	0;	50;	0
6941.077399231795;	172;	406;	0;	1197;	666;	31;	64;	146;	135;	0;	38;	0
7000.733969617995;	172;	408;	0;	1520;	900;	30;	84;	181;	162;	0;	40;	0
6985.978921861592;	170;	407;	0;	1324;	802;	33;	89;	164;	152;	0;	54;	0
6950.394195477052;	172;	408;	0;	1656;	984;	47;	108;	198;	168;	0;	39;	0
6902.095359058019;	171;	407;	0;	1488;	876;	44;	108;	187;	140;	0;	42;	0
6942.829604694928;	172;	407;	0;	1254;	717;	34;	79;	159;	131;	0;	39;	0
6984.250749906636;	170;	407;	0;	1555;	884;	35;	83;	166;	161;	0;	46;	0
7003.122941926221;	170;	407;	0;	1349;	794;	30;	73;	159;	152;	0;	60;	0
6960.692000163151;	170;	406;	0;	1297;	781;	47;	93;	167;	141;	0;	54;	0
6901.603334972427;	172;	407;	0;	1564;	911;	45;	102;	217;	150;	0;	39;	0
6999.204058210397;	171;	407;	0;	1618;	944;	47;	92;	186;	182;	0;	49;	0
6929.563542394204;	172;	408;	0;	1626;	954;	44;	93;	197;	154;	0;	43;	0
6933.9386651533905;	172;	407;	0;	1340;	767;	39;	91;	174;	130;	0;	46;	0
6958.792955665169;	172;	408;	0;	1603;	938;	49;	104;	194;	153;	0;	35;	0
6904.1238163229855;	172;	408;	0;	1395;	796;	36;	81;	178;	158;	0;	53;	0
6949.28735105944;	170;	407;	0;	1219;	703;	39;	103;	180;	125;	0;	55;	0
6929.924656230941;	172;	407;	0;	1344;	787;	42;	87;	154;	157;	0;	51;	0
6955.576964394601;	170;	407;	0;	1412;	832;	39;	80;	156;	150;	0;	45;	0
6947.3298653285765;	170;	406;	0;	1184;	667;	45;	108;	172;	135;	0;	36;	0
6949.259132136395;	171;	408;	0;	1561;	897;	34;	105;	175;	160;	0;	49;	0
6889.695174119027;	172;	406;	0;	1271;	748;	35;	100;	182;	120;	0;	36;	0
6911.30661453604;	171;	406;	0;	1293;	767;	44;	96;	163;	154;	0;	43;	0
6936.060313036493;	172;	408;	0;	1350;	780;	45;	98;	183;	141;	0;	47;	0
6881.669176421491;	172;	408;	0;	1251;	722;	42;	86;	165;	149;	0;	49;	0
6962.303114950442;	172;	408;	0;	1487;	858;	37;	76;	156;	153;	0;	47;	0
6903.107912625795;	172;	407;	0;	1230;	677;	44;	106;	170;	115;	0;	49;	0
6881.280453896617;	172;	407;	0;	1281;	733;	47;	92;	151;	137;	0;	43;	0
6905.337316888091;	172;	407;	0;	1371;	753;	26;	72;	158;	124;	0;	40;	0
6879.996909251863;	172;	408;	0;	1526;	884;	40;	98;	180;	138;	0;	37;	0
6973.789837430976;	172;	406;	0;	1532;	878;	44;	93;	169;	164;	0;	52;	0
6994.290576137921;	170;	407;	0;	1577;	914;	34;	94;	190;	155;	0;	43;	0
6984.896805619806;	172;	408;	0;	1353;	778;	29;	70;	153;	142;	0;	44;	0
6914.599485153605;	171;	404;	0;	1276;	687;	38;	78;	137;	152;	1;	45;	0
6953.74806188509;	170;	407;	0;	1362;	768;	47;	86;	148;	149;	0;	42;	0
6938.375750189663;	172;	407;	0;	1406;	827;	34;	83;	158;	140;	0;	51;	0
6916.793025102494;	172;	406;	0;	1235;	716;	37;	86;	161;	140;	0;	55;	0
6931.180652808581;	172;	408;	0;	1596;	912;	40;	102;	186;	143;	0;	35;	0
